booking_id,passenger_id_hash,flight_id,booking_date,status,seat_number,airline,source,destination,departure_time,arrival_time,flight_duration_minutes,flight_duration_hours,supplied_duration_minutes,duration_difference_minutes,duration_status,payment_id,amount,payment_method,first_name,last_name,age,gender,aadhaar_masked,phone_masked,email_masked,flight_day_type,age_group,booking_month
B1303,bb36064338c667e548c378da8265e5e11394f6809ff1b670006daa8d168ad9c1,AI235,2025-12-13 11:37:36.951,CONFIRMED,20A,Air India,BLR,HYD,2026-04-19 22:45:41.704,2026-04-20 02:12:41.704,207.0,3.45,207.0,0.0,Valid,PAY1091,5866.4,CARD,Kavya,Iyer,73,F,92**********,+9************,ka*********************,Unknown,60+,2025-12
B1303,bb36064338c667e548c378da8265e5e11394f6809ff1b670006daa8d168ad9c1,AI235,2025-12-13 11:37:36.951,CONFIRMED,20A,Air India,BLR,HYD,2026-04-19 22:45:41.704,2026-04-20 02:12:41.704,207.0,3.45,207.0,0.0,Valid,PAY1839,13806.55,NETBANKING,Kavya,Iyer,73,F,92**********,+9************,ka*********************,Unknown,60+,2025-12
B1304,54880709cf829c2d0d703d6ee6f77deed4c47aeb026f35def2f7a6b2e789432d,6F022,2025-12-13 11:37:36.951,Unknown,18E,IndiGo,MAA,BLR,2026-04-19 21:46:41.701,2026-04-20 02:05:41.701,259.0,4.316666666666666,259.0,0.0,Valid,,,,Muhammad,Khan,2,F,50**********,+9************,mu*********************,Unknown,Under 18,2025-12
B1305,061cbc880123b92060ec8d82728701002b20e22fb5941108a2d038cf0e0e618a,SJ114,2025-09-28 11:37:36.951,PENDING,13C,SpiceJet,HYD,DEL,2026-04-19 22:42:41.702,2026-04-20 02:02:41.702,200.0,3.3333333333333335,200.0,0.0,Valid,PAY1438,13844.39,NETBANKING,Reyansh,Sharma,59,M,50**********,+9************,re**********************,Unknown,46-60,2025-09
B1306,584be399b93f9a946285e1bc0a358895e9dc8f301b445d214321f144c3dc0006,SJ076,2025-12-01 11:37:36.951,CONFIRMED,30A,SpiceJet,DEL,MAA,2026-04-19 23:01:41.701,2026-04-20 02:02:41.701,181.0,3.0166666666666666,181.0,0.0,Valid,PAY1916,9753.04,NETBANKING,Muhammad,Nair,17,M,47**********,+9************,mu***********************,Unknown,Under 18,2025-12
B1307,ee3da88980fa26dbadf8dc499b411a800bfc6c8773ee8629c6e2cf19ae2a84bc,UK227,2026-01-26 11:37:36.951,PENDING,32E,Vistara,BOM,HYD,2026-04-19 21:57:41.704,2026-04-20 01:47:41.704,230.0,3.8333333333333335,230.0,0.0,Valid,PAY1065,12772.93,CARD,Krishna,Sharma,33,F,58**********,+9************,kr**********************,Unknown,31-45,2026-01
B1307,ee3da88980fa26dbadf8dc499b411a800bfc6c8773ee8629c6e2cf19ae2a84bc,UK227,2026-01-26 11:37:36.951,PENDING,32E,Vistara,BOM,HYD,2026-04-19 21:57:41.704,2026-04-20 01:47:41.704,230.0,3.8333333333333335,230.0,0.0,Valid,PAY1830,13498.4,CARD,Krishna,Sharma,33,F,58**********,+9************,kr**********************,Unknown,31-45,2026-01
B1308,15fd27eb5581a4470d632fb8f63f155f85e2ae84e05544a2f9e169da810e6711,UK135,2025-07-22 11:37:36.951,CANCELLED,30D,Vistara,HYD,DEL,2026-04-19 23:50:41.702,2026-04-20 01:43:41.702,113.0,1.8833333333333333,113.0,0.0,Valid,PAY1149,9613.19,UPI,Ishaan,Singh,85,F,40**********,+9************,is***********************,Unknown,60+,2025-07
B1308,15fd27eb5581a4470d632fb8f63f155f85e2ae84e05544a2f9e169da810e6711,UK135,2025-07-22 11:37:36.951,CANCELLED,30D,Vistara,HYD,DEL,2026-04-19 23:50:41.702,2026-04-20 01:43:41.702,113.0,1.8833333333333333,113.0,0.0,Valid,PAY1230,12097.48,UPI,Ishaan,Singh,85,F,40**********,+9************,is***********************,Unknown,60+,2025-07
B1309,37f70e517d13b58c91152dc3c591320d5d08e0be15019d148e5655232948953a,AI234,2025-05-06 11:37:36.951,CONFIRMED,30F,Air India,BOM,MAA,2026-04-19 23:50:41.704,2026-04-20 01:34:41.704,104.0,1.7333333333333334,104.0,0.0,Valid,,,,Sara,Verma,28,F,34**********,+9************,sa******************,Unknown,18-30,2025-05
B1310,b97880ebfd72f0c28039111791d925472732f2506d801af8097c8a1081a4d51f,6F113,2025-08-20 11:37:36.951,PENDING,5D,IndiGo,BOM,CCU,2026-04-19 21:04:41.702,2026-04-20 01:30:41.702,266.0,4.433333333333334,266.0,0.0,Valid,PAY1368,7370.22,UPI,Aadhya,Reddy,72,F,85**********,+9************,aa*************************,Unknown,60+,2025-08
B1311,ebd2de92b9184342a7bcb91048da605ae27d244d1c500059bc22659462083b0f,SJ206,2025-11-16 11:37:36.951,PENDING,9D,SpiceJet,DEL,CCU,2026-04-19 20:43:41.703,2026-04-20 01:21:41.703,278.0,4.633333333333334,278.0,0.0,Valid,,,,Kavya,Pillai,58,M,63**********,+9************,ka*********************,Unknown,46-60,2025-11
B1312,fdff1477af852fb0e86fc129c5b2510e9c5f6a722608ded739cdc6277962b28e,AI015,2026-03-29 11:37:36.951,Unknown,6E,Air India,BLR,CCU,2026-04-19 23:21:41.701,2026-04-20 01:15:41.701,114.0,1.9,114.0,0.0,Valid,,,,Saanvi,Das,3,M,38**********,+9************,sa******************,Unknown,Under 18,2026-03
B1313,27473346c866b66de92864725e25b82376fe9bf6c8bd24e4ebbef139b30151c6,6F260,2025-05-16 11:37:36.951,CANCELLED,33E,IndiGo,CCU,DEL,2026-04-19 21:51:41.702,2026-04-20 01:14:41.702,203.0,3.3833333333333333,203.0,0.0,Valid,,,,Diya,Pillai,53,M,96**********,+9************,di**********************,Unknown,46-60,2025-05
B1314,533f7e3d8910c50b0ec45a1afeb1f7bcf0e73ca069bc544d57a8078864b2d685,AI061,2025-04-28 11:37:36.951,CONFIRMED,19C,Air India,BOM,CCU,2026-04-19 23:31:41.701,2026-04-20 01:02:41.701,91.0,1.5166666666666666,91.0,0.0,Valid,PAY1323,,NETBANKING,Reyansh,Verma,1,M,14**********,+9************,re**********************,Unknown,Under 18,2025-04
B1314,533f7e3d8910c50b0ec45a1afeb1f7bcf0e73ca069bc544d57a8078864b2d685,AI061,2025-04-28 11:37:36.951,CONFIRMED,19C,Air India,BOM,CCU,2026-04-19 23:31:41.701,2026-04-20 01:02:41.701,91.0,1.5166666666666666,91.0,0.0,Valid,PAY1583,7529.51,CARD,Reyansh,Verma,1,M,14**********,+9************,re**********************,Unknown,Under 18,2025-04
B1315,cbce6411448934040ed7d1dde13cdc5b1476b8c4547803701bcc1ff5d7a66ced,6F237,2026-03-26 11:37:36.951,PENDING,9C,IndiGo,HYD,MAA,2026-04-19 21:41:41.704,2026-04-20 00:44:41.704,183.0,3.05,183.0,0.0,Valid,,,,Anika,Singh,84,M,13**********,+9************,an************************,Unknown,60+,2026-03
B1316,a5f805bedc69ac04a4429722e8f4996b31bc58cec4192c50a80db8b00e0e010d,SJ099,2026-01-06 11:37:36.951,PENDING,27C,SpiceJet,MAA,BLR,2026-04-19 22:14:41.702,2026-04-20 00:34:41.702,140.0,2.3333333333333335,140.0,0.0,Valid,PAY1633,11302.63,UPI,Ira,Sharma,89,F,92**********,+9************,ir*********************,Unknown,60+,2026-01
B1317,c3b65a7f63cdf9077407c656298c53cf2f5eb3571bcc4fa8c5d8b5aa74f4d8bc,SJ146,2026-02-24 11:37:36.951,CANCELLED,21F,SpiceJet,HYD,BLR,2026-04-19 22:37:41.702,2026-04-20 00:33:41.702,116.0,1.9333333333333333,116.0,0.0,Valid,PAY1237,12552.7,NETBANKING,Aadhya,Chatterjee,9,F,18**********,+9************,aa***************************,Unknown,Under 18,2026-02
B1317,c3b65a7f63cdf9077407c656298c53cf2f5eb3571bcc4fa8c5d8b5aa74f4d8bc,SJ146,2026-02-24 11:37:36.951,CANCELLED,21F,SpiceJet,HYD,BLR,2026-04-19 22:37:41.702,2026-04-20 00:33:41.702,116.0,1.9333333333333333,116.0,0.0,Valid,PAY1932,7684.83,UPI,Aadhya,Chatterjee,9,F,18**********,+9************,aa***************************,Unknown,Under 18,2026-02
B1317,c3b65a7f63cdf9077407c656298c53cf2f5eb3571bcc4fa8c5d8b5aa74f4d8bc,SJ146,2026-02-24 11:37:36.951,CANCELLED,21F,SpiceJet,HYD,BLR,2026-04-19 22:37:41.702,2026-04-20 00:33:41.702,116.0,1.9333333333333333,116.0,0.0,Valid,PAY1955,13045.18,CARD,Aadhya,Chatterjee,9,F,18**********,+9************,aa***************************,Unknown,Under 18,2026-02
B1318,097d1730f877c5e910f5789d79ccbbb12c982460d0c24d0f57881d9f3578c3cd,SJ146,2025-05-23 11:37:36.951,CANCELLED,29B,SpiceJet,HYD,BLR,2026-04-19 22:37:41.702,2026-04-20 00:33:41.702,116.0,1.9333333333333333,116.0,0.0,Valid,PAY1557,4594.77,UPI,Muhammad,Banerjee,42,F,57**********,+9************,mu***************************,Unknown,31-45,2025-05
B1319,bf219043426100ec85812e8a37d44447967fc2afe70788790177dd4e49f4d094,6F071,2025-05-04 11:37:36.951,CONFIRMED,4C,IndiGo,DEL,CCU,2026-04-19 20:18:41.702,2026-04-20 00:31:41.702,253.0,4.216666666666667,253.0,0.0,Valid,PAY1350,5359.26,UPI,Aditya,Verma,12,M,83**********,+9************,ad**********************,Unknown,Under 18,2025-05
B1320,1881045f69a737bc4f4dd7840b4f9f5b006fbbf3f4b5a605a3c66ddfbdff5ff0,6F272,2025-08-13 11:37:36.951,PENDING,6C,IndiGo,HYD,MAA,2026-04-19 23:35:41.702,2026-04-20 00:22:41.702,47.0,0.7833333333333333,47.0,0.0,Valid,PAY1512,12788.34,UPI,Muhammad,Banerjee,12,F,59*********,+9************,mu******************************,Unknown,Under 18,2025-08
B1320,1881045f69a737bc4f4dd7840b4f9f5b006fbbf3f4b5a605a3c66ddfbdff5ff0,6F272,2025-08-13 11:37:36.951,PENDING,6C,IndiGo,HYD,MAA,2026-04-19 23:35:41.702,2026-04-20 00:22:41.702,47.0,0.7833333333333333,47.0,0.0,Valid,PAY1512,12788.34,UPI,Muhammad,Bbanerjee,12,F,95*********,+9************,mu*******************************,Unknown,Under 18,2025-08
B1320,1881045f69a737bc4f4dd7840b4f9f5b006fbbf3f4b5a605a3c66ddfbdff5ff0,6F272,2025-08-13 11:37:36.951,PENDING,6C,IndiGo,HYD,MAA,2026-04-19 23:35:41.702,2026-04-20 00:22:41.702,47.0,0.7833333333333333,47.0,0.0,Valid,PAY1512,12788.34,UPI,Muhammad,Banerjee,12,F,40**********,+9************,mu*************************,Unknown,Under 18,2025-08
B1320,1881045f69a737bc4f4dd7840b4f9f5b006fbbf3f4b5a605a3c66ddfbdff5ff0,6F272,2025-08-13 11:37:36.951,PENDING,6C,IndiGo,HYD,MAA,2026-04-19 23:35:41.702,2026-04-20 00:22:41.702,47.0,0.7833333333333333,47.0,0.0,Valid,PAY1792,9370.75,CARD,Muhammad,Banerjee,12,F,59*********,+9************,mu******************************,Unknown,Under 18,2025-08
B1320,1881045f69a737bc4f4dd7840b4f9f5b006fbbf3f4b5a605a3c66ddfbdff5ff0,6F272,2025-08-13 11:37:36.951,PENDING,6C,IndiGo,HYD,MAA,2026-04-19 23:35:41.702,2026-04-20 00:22:41.702,47.0,0.7833333333333333,47.0,0.0,Valid,PAY1792,9370.75,CARD,Muhammad,Bbanerjee,12,F,95*********,+9************,mu*******************************,Unknown,Under 18,2025-08
B1320,1881045f69a737bc4f4dd7840b4f9f5b006fbbf3f4b5a605a3c66ddfbdff5ff0,6F272,2025-08-13 11:37:36.951,PENDING,6C,IndiGo,HYD,MAA,2026-04-19 23:35:41.702,2026-04-20 00:22:41.702,47.0,0.7833333333333333,47.0,0.0,Valid,PAY1792,9370.75,CARD,Muhammad,Banerjee,12,F,40**********,+9************,mu*************************,Unknown,Under 18,2025-08
B1321,804ac90b07e39e12ca6788b04f5b81c01cf56ce3ae3bf451323a4576367f7dbb,SJ029,2026-02-12 11:37:36.951,PENDING,13A,SpiceJet,HYD,DEL,2026-04-19 22:55:41.701,2026-04-20 00:22:41.701,87.0,1.45,87.0,0.0,Valid,,,,Shaurya,Mehta,65,M,81**********,+9************,sh***********************,Unknown,60+,2026-02
B1322,5f7e0863cdbd3370639e380a6ebd3f2003c8fb7411fd3cdbc9babbee32357e8f,UK084,2025-07-27 11:37:36.951,CONFIRMED,6E,Vistara,MAA,DEL,2026-04-19 20:44:41.702,2026-04-20 00:20:41.702,216.0,3.6,216.0,0.0,Valid,,,,Arjun,Ghosh,19,F,74*********,+9************,ar*********************,Unknown,18-30,2025-07
B1323,8889ac1b6cee312d8700accbb812d5b60e9510e9a0aab6d7a683c57667fb35ae,SJ048,2026-02-06 11:37:36.951,CONFIRMED,14D,SpiceJet,MAA,BLR,2026-04-19 22:43:41.701,2026-04-20 00:19:41.701,96.0,1.6,96.0,0.0,Valid,,,,Riya,Iyer,40,F,50**********,+9************,ri*******************,Unknown,31-45,2026-02
B1324,460b5a5ad37a13083a7b252b274cf64127648c898c6e4c0aa2e4dc3f038674b8,AI108,2026-02-04 11:37:36.951,CANCELLED,33B,Air India,BLR,CCU,2026-04-19 21:32:41.702,2026-04-20 00:17:41.702,165.0,2.75,165.0,0.0,Valid,PAY1068,7543.0,NETBANKING,Sara,Patel,14,F,43**********,+9************,sa********************,Unknown,Under 18,2026-02
B1324,460b5a5ad37a13083a7b252b274cf64127648c898c6e4c0aa2e4dc3f038674b8,AI108,2026-02-04 11:37:36.951,CANCELLED,33B,Air India,BLR,CCU,2026-04-19 21:32:41.702,2026-04-20 00:17:41.702,165.0,2.75,165.0,0.0,Valid,PAY1981,,CARD,Sara,Patel,14,F,43**********,+9************,sa********************,Unknown,Under 18,2026-02
B1325,63e1c2ff2767ca8ceed81263ce666870649190fbb395864203e8c6a17db4f468,SJ134,2025-08-11 11:37:36.951,CANCELLED,3B,SpiceJet,BOM,CCU,2026-04-19 19:58:41.702,2026-04-20 00:15:41.702,257.0,4.283333333333333,257.0,0.0,Valid,PAY1779,4503.45,UPI,Krishna,Iyer,29,M,66**********,+9************,kr**************************,Unknown,18-30,2025-08
B1326,5462e26b2c4f69495b9a7e04fdb2576e4484537640762a2bd5ef3724ad75b5d3,UK146,2025-10-31 11:37:36.951,CONFIRMED,14F,Vistara,BOM,MAA,2026-04-19 21:40:41.703,2026-04-20 00:08:41.703,148.0,2.466666666666667,148.0,0.0,Valid,,,,Krishna,Iyer,84,M,10**********,+9************,kr**********************,Unknown,60+,2025-10
B1327,d38568db2aa153115ee25ff07b753791c01fb713305c8c915655b1a4d99f024c,SJ036,2025-09-24 11:37:36.951,CONFIRMED,26C,SpiceJet,DEL,HYD,2026-04-19 20:24:41.701,2026-04-19 23:54:41.701,210.0,3.5,210.0,0.0,Valid,PAY1898,13822.99,UPI,Myra,Ghosh,42,F,15**********,+9************,my***********************,Unknown,31-45,2025-09
B1328,29b50a0cf1005354bee43ac4169f609fce2718c926a49545f42418af74a1306a,6F202,2025-11-01 11:37:36.951,PENDING,33B,IndiGo,HYD,BLR,2026-04-19 20:18:41.703,2026-04-19 23:48:41.703,210.0,3.5,210.0,0.0,Valid,,,,Arjun,Agarwal,12,M,96**********,+9************,ar**************************,Unknown,Under 18,2025-11
B1329,36de8c394ea20850f7f2d64db77546deb8febea37f85ff31161770db64ff0db7,UK041,2026-02-13 11:37:36.951,CONFIRMED,22C,Vistara,HYD,MAA,2026-04-19 22:37:41.701,2026-04-19 23:44:41.701,67.0,1.1166666666666667,67.0,0.0,Valid,PAY1221,6401.38,UPI,Ishaan,Agarwal,19,M,89**********,+9************,is***************************,Unknown,18-30,2026-02
B1330,93847cd98056474b065afd1edea5da9e9bba3a8cf5497abeb29724dee06524e0,6F078,2025-12-06 11:37:36.951,CONFIRMED,23A,IndiGo,BOM,CCU,2026-04-19 22:04:41.702,2026-04-19 23:37:41.702,93.0,1.55,93.0,0.0,Valid,,,,Shaurya,Patel,80,M,93**********,+9************,sh*********************,Unknown,60+,2025-12
B1331,ef8c824a356b9f1c99470aab441219594cad3791ef47a5d4746382ddf37d2180,AI097,2025-07-03 11:37:36.951,PENDING,22C,Air India,HYD,MAA,2026-04-19 18:42:41.702,2026-04-19 23:34:41.702,292.0,4.866666666666666,292.0,0.0,Valid,PAY1233,7131.5,NETBANKING,Riya,Khan,33,M,29**********,+9************,ri*****************,Unknown,31-45,2025-07
B1332,901b4abcd16372fdad9b63045a7a38072dd6b35a12c3b1e5d20a92e268b94a39,UK159,2026-01-15 11:37:36.951,CONFIRMED,7D,Vistara,CCU,BLR,2026-04-19 20:45:41.703,2026-04-19 23:32:41.703,167.0,2.783333333333333,167.0,0.0,Valid,PAY1313,4183.32,NETBANKING,Aditya,Nair,49,M,38**********,+9************,ad********************,Unknown,46-60,2026-01
B1333,4c76b2e19e760c735e901272308cde7ff1275a49afd4e3debb2e5b17e0566d59,UK044,2025-09-06 11:37:36.951,CANCELLED,12B,Vistara,BLR,BOM,2026-04-19 20:31:41.701,2026-04-19 23:29:41.701,178.0,2.966666666666667,178.0,0.0,Valid,PAY1079,2238.82,UPI,Shaurya,Singh,66,M,16**********,+9************,sh*********************,Unknown,60+,2025-09
B1333,4c76b2e19e760c735e901272308cde7ff1275a49afd4e3debb2e5b17e0566d59,UK044,2025-09-06 11:37:36.951,CANCELLED,12B,Vistara,BLR,BOM,2026-04-19 20:31:41.701,2026-04-19 23:29:41.701,178.0,2.966666666666667,178.0,0.0,Valid,PAY1330,2372.08,NETBANKING,Shaurya,Singh,66,M,16**********,+9************,sh*********************,Unknown,60+,2025-09
B1334,228617b3e082657a58da30650b2fb1949a3b5e0caac340093eef48a1c41397dc,6F176,2025-09-27 11:37:36.951,CANCELLED,6F,IndiGo,CCU,DEL,2026-04-19 20:23:42.000,2026-04-19 23:23:42.000,180.0,3.0,180.0,0.0,Valid,,,,Sai,Banerjee,78,M,49**********,+9************,sa*********************,Unknown,60+,2025-09
B1335,c30107be7574bf2559c6d6fd9791e99507b3c0ae8cae21d031b4e65c787a4c13,SJ221,2026-02-11 11:37:36.951,PENDING,4A,SpiceJet,MAA,HYD,2026-04-19 18:31:41.703,2026-04-19 23:17:41.703,286.0,4.766666666666667,286.0,0.0,Valid,,,,Anika,Pillai,41,F,85**********,+9************,an*************************,Unknown,31-45,2026-02
B1336,383b01dfc4b4451a547935fff6c78f551e330aa833ad796209db30958a18a15d,6F112,2025-07-03 11:37:36.951,CONFIRMED,22A,IndiGo,HYD,DEL,2026-04-19 21:00:41.702,2026-04-19 23:16:41.702,136.0,2.2666666666666666,136.0,0.0,Valid,,,,Aadhya,Nair,54,M,49**********,+9************,aa*******************,Unknown,46-60,2025-07
B1337,323969a7963eafc6513bc14886c789e73bb1919adde854ed931330089747a1aa,6F246,2025-10-20 11:37:36.951,Unknown,4C,IndiGo,HYD,DEL,2026-04-19 21:00:41.702,2026-04-19 23:16:41.702,136.0,2.2666666666666666,136.0,0.0,Valid,,,,Aadhya,Mishra,59,F,46**********,+9************,aa*********************,Unknown,46-60,2025-10
B1338,bc5fe68e5cdf84ae711dfa039703f9dfacab766b8680db31efd1b4b74e8768fb,6F014,2026-02-21 11:37:36.951,CANCELLED,14C,IndiGo,DEL,MAA,2026-04-19 19:42:41.701,2026-04-19 23:15:41.701,213.0,3.55,213.0,0.0,Valid,,,,Shaurya,Banerjee,54,F,23********,+9************,sh************************,Unknown,46-60,2026-02
B1339,677104faba0eb37cf9fc7912e402bb55962271b7b600ba163c03b6446ac91de4,AI237,2025-09-17 11:37:36.951,CANCELLED,28A,Air India,BOM,CCU,2026-04-19 19:58:41.704,2026-04-19 23:13:41.704,195.0,3.25,195.0,0.0,Valid,,,,Vivaan,Singh,35,M,93**********,+9************,vi*************************,Unknown,31-45,2025-09
B1340,afd81ec419f86cb4489130cd42d84f23b6fba17ab902661d11149968be4e16da,6F003,2025-12-14 11:37:36.951,CANCELLED,12E,IndiGo,HYD,BOM,2026-04-19 20:06:41.700,2026-04-19 23:13:41.700,187.0,3.1166666666666667,187.0,0.0,Valid,,,,Riya,Sharma,27,M,29**********,+9************,ri*******************,Unknown,18-30,2025-12
B1341,88659952d7f5e68c9a08f77a0ec08ebc2d007999fc6bb89770907d04ec125d69,6F249,2025-07-04 11:37:36.951,CONFIRMED,5A,IndiGo,HYD,BOM,2026-04-19 20:06:41.700,2026-04-19 23:13:41.700,187.0,3.1166666666666667,187.0,0.0,Valid,PAY1118,9263.24,CARD,Aadhya,Agarwal,16,M,89**********,+9************,aa***************************,Unknown,Under 18,2025-07
B1341,88659952d7f5e68c9a08f77a0ec08ebc2d007999fc6bb89770907d04ec125d69,6F249,2025-07-04 11:37:36.951,CONFIRMED,5A,IndiGo,HYD,BOM,2026-04-19 20:06:41.700,2026-04-19 23:13:41.700,187.0,3.1166666666666667,187.0,0.0,Valid,PAY1118,9263.24,CARD,Aadhya,Agarwal,16,M,38**********,+9************,aa************************,Unknown,Under 18,2025-07
B1341,88659952d7f5e68c9a08f77a0ec08ebc2d007999fc6bb89770907d04ec125d69,6F249,2025-07-04 11:37:36.951,CONFIRMED,5A,IndiGo,HYD,BOM,2026-04-19 20:06:41.700,2026-04-19 23:13:41.700,187.0,3.1166666666666667,187.0,0.0,Valid,PAY1273,,NETBANKING,Aadhya,Agarwal,16,M,89**********,+9************,aa***************************,Unknown,Under 18,2025-07
B1341,88659952d7f5e68c9a08f77a0ec08ebc2d007999fc6bb89770907d04ec125d69,6F249,2025-07-04 11:37:36.951,CONFIRMED,5A,IndiGo,HYD,BOM,2026-04-19 20:06:41.700,2026-04-19 23:13:41.700,187.0,3.1166666666666667,187.0,0.0,Valid,PAY1273,,NETBANKING,Aadhya,Agarwal,16,M,38**********,+9************,aa************************,Unknown,Under 18,2025-07
B1342,95edae0cf7e42aad8885909c537182f636aeabc79386efbbfd48ab71b16f1d99,UK149,2025-04-29 11:37:36.951,CONFIRMED,4A,Vistara,MAA,DEL,2026-04-19 18:22:41.703,2026-04-19 23:08:41.703,286.0,4.766666666666667,286.0,0.0,Valid,PAY1456,,NETBANKING,Anika,Joshi,50,F,95**********,+9************,an********************,Unknown,46-60,2025-04
B1342,95edae0cf7e42aad8885909c537182f636aeabc79386efbbfd48ab71b16f1d99,UK149,2025-04-29 11:37:36.951,CONFIRMED,4A,Vistara,MAA,DEL,2026-04-19 18:22:41.703,2026-04-19 23:08:41.703,286.0,4.766666666666667,286.0,0.0,Valid,PAY1472,10237.49,CARD,Anika,Joshi,50,F,95**********,+9************,an********************,Unknown,46-60,2025-04
B1342,95edae0cf7e42aad8885909c537182f636aeabc79386efbbfd48ab71b16f1d99,UK149,2025-04-29 11:37:36.951,CONFIRMED,4A,Vistara,MAA,DEL,2026-04-19 18:22:41.703,2026-04-19 23:08:41.703,286.0,4.766666666666667,286.0,0.0,Valid,PAY1507,8765.79,NETBANKING,Anika,Joshi,50,F,95**********,+9************,an********************,Unknown,46-60,2025-04
B1343,ff59c2683e6104bfda79f88a7dd17f55ea278b316808d55ec0d311b985a600d0,SJ163,2026-03-08 11:37:36.951,CONFIRMED,9F,SpiceJet,DEL,HYD,2026-04-19 18:32:41.703,2026-04-19 23:08:41.703,276.0,4.6,276.0,0.0,Valid,,,,Shaurya,Joshi,66,F,60*********,+9************,sh***************************,Unknown,60+,2026-03
B1344,ddabb59a9826ea31b1ce182b4b327e1e5be2fcb5627388dbe0084a381530843a,SJ243,2026-03-28 11:37:36.951,CONFIRMED,1D,SpiceJet,BLR,DEL,2026-04-19 18:17:41.704,2026-04-19 23:03:41.704,286.0,4.766666666666667,286.0,0.0,Valid,,,,Ishaan,Chatterjee,5,M,54**********,+9************,is****************************,Unknown,Under 18,2026-03
B1345,b10cca87bf39c2434d094f305e8c8bbe33583cbb8f70956cc9b07aa8d93058c9,UK113,2025-06-06 11:37:36.951,CANCELLED,1A,Vistara,CCU,DEL,2026-04-19 18:34:41.702,2026-04-19 22:58:41.702,264.0,4.4,264.0,0.0,Valid,,,,Reyansh,Das,63,F,27**********,+9************,re*********************,Unknown,60+,2025-06
B1346,b47b4015cd417df26ad71a3fe85ac082a29f9740562eee3d135e79e814ec0d7f,AI071,2025-06-07 11:37:36.951,PENDING,30E,Air India,BOM,MAA,2026-04-19 19:55:41.702,2026-04-19 22:58:41.702,183.0,3.05,183.0,0.0,Valid,,,,Sai,Ghosh,78,M,26**********,+9************,sa*******************,Unknown,60+,2025-06
B1347,dd0d4f009ccd8b20446938da00fde4d16ce9a707f7318dd1f54c3dafd7e07f28,6F271,2026-02-07 11:37:36.951,PENDING,22A,IndiGo,HYD,MAA,2026-04-19 19:33:41.702,2026-04-19 22:52:41.702,199.0,3.316666666666667,199.0,0.0,Valid,PAY1097,12000.54,CARD,Aditya,Kulkarni,82,M,37**********,+9************,ad*************************,Unknown,60+,2026-02
B1348,c572be8c765284c030826ccc2a248fd4d939365db7b6eeb4afde34c934deb9b0,SJ015,2025-06-05 11:37:36.951,CANCELLED,27E,SpiceJet,BOM,CCU,2026-04-19 21:40:41.701,2026-04-19 22:52:41.701,72.0,1.2,72.0,0.0,Valid,,,,Aadhya,Pillai,61,F,97**********,+9************,aa***********************,Unknown,60+,2025-06
B1349,0569019098c7cf5a8cc47f9221abee18721c6e392b0b09c277db7e11ed6d7e4b,UK047,2025-11-19 11:37:36.951,CANCELLED,9E,Vistara,BLR,HYD,2026-04-19 18:40:41.701,2026-04-19 22:45:41.701,245.0,4.083333333333333,245.0,0.0,Valid,PAY1601,11101.75,CARD,Kavya,Nair,5,F,71**********,+9************,ka***********************,Unknown,Under 18,2025-11
B1350,fef3551179d3071c36364f32685122bf5ea6d3a401fcc5707960d1986ef03b46,UK020,2026-02-04 11:37:36.951,PENDING,12A,Vistara,MAA,BLR,2026-04-19 21:23:41.701,2026-04-19 22:38:41.701,75.0,1.25,75.0,0.0,Valid,PAY1463,13802.17,UPI,Riya,Nair,19,F,31**********,+9************,ri*****************,Unknown,18-30,2026-02
B1350,fef3551179d3071c36364f32685122bf5ea6d3a401fcc5707960d1986ef03b46,UK020,2026-02-04 11:37:36.951,PENDING,12A,Vistara,MAA,BLR,2026-04-19 21:23:41.701,2026-04-19 22:38:41.701,75.0,1.25,75.0,0.0,Valid,PAY1767,7709.03,CARD,Riya,Nair,19,F,31**********,+9************,ri*****************,Unknown,18-30,2026-02
B1350,fef3551179d3071c36364f32685122bf5ea6d3a401fcc5707960d1986ef03b46,UK020,2026-02-04 11:37:36.951,PENDING,12A,Vistara,MAA,BLR,2026-04-19 21:23:41.701,2026-04-19 22:38:41.701,75.0,1.25,75.0,0.0,Valid,PAY1962,8540.17,CARD,Riya,Nair,19,F,31**********,+9************,ri*****************,Unknown,18-30,2026-02
B1351,9c2a76d8a61fe2469124635622acd7267218ef36954ebaa68819b07cd5ea2c59,AI122,2025-09-03 11:37:36.951,PENDING,27F,Air India,BOM,CCU,2026-04-19 18:25:41.702,2026-04-19 22:36:41.702,251.0,4.183333333333334,251.0,0.0,Valid,PAY1740,14687.44,UPI,Krishna,Kulkarni,85,F,50**********,+9************,kr**************************,Unknown,60+,2025-09
B1352,9b57b5fc7625f88f57e8fe4555294eaeef9b619337085e95fb71928be130113b,UK223,2025-10-20 11:37:36.951,CANCELLED,17D,Vistara,CCU,DEL,2026-04-19 21:58:41.704,2026-04-19 22:30:41.704,32.0,0.5333333333333333,32.0,0.0,Valid,PAY1722,2116.34,CARD,Shaurya,Singh,42,M,40**********,+9************,sh***********************,Unknown,31-45,2025-10
